# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "gene,sRNA" "-g" "locus_tag" "-a" "startpeaks_cds.gff" "-o" "../rna_align/startpeaks_ctable.txt" "../rna_align/01_no_PNA.bam" "../rna_align/02_PNA15_5000pM.bam" "../rna_align/03_PNA15_500pM.bam" "../rna_align/04_PNA15_100pM.bam" "../rna_align/05_PNA15_10pM.bam" "../rna_align/06_PNA14_5000pM.bam" "../rna_align/07_no_PNA.bam" "../rna_align/08_PNA15_5000pM.bam" "../rna_align/09_PNA15_500pM.bam" "../rna_align/10_PNA15_100pM.bam" "../rna_align/11_PNA15_10pM.bam" "../rna_align/12_PNA14_5000pM.bam" "../rna_align/13_no_PNA.bam" "../rna_align/14_PNA15_5000pM.bam" "../rna_align/15_PNA15_500pM.bam" "../rna_align/16_PNA15_100pM.bam" "../rna_align/17_PNA15_10pM.bam" "../rna_align/18_PNA14_5000pM.bam" "../rna_align/73_RNA_input_control.bam" "../rna_align/79_no_PNA.bam" "../rna_align/85_no_PNA.bam" 
Geneid	Chr	Start	End	Strand	Length	../rna_align/01_no_PNA.bam	../rna_align/02_PNA15_5000pM.bam	../rna_align/03_PNA15_500pM.bam	../rna_align/04_PNA15_100pM.bam	../rna_align/05_PNA15_10pM.bam	../rna_align/06_PNA14_5000pM.bam	../rna_align/07_no_PNA.bam	../rna_align/08_PNA15_5000pM.bam	../rna_align/09_PNA15_500pM.bam	../rna_align/10_PNA15_100pM.bam	../rna_align/11_PNA15_10pM.bam	../rna_align/12_PNA14_5000pM.bam	../rna_align/13_no_PNA.bam	../rna_align/14_PNA15_5000pM.bam	../rna_align/15_PNA15_500pM.bam	../rna_align/16_PNA15_100pM.bam	../rna_align/17_PNA15_10pM.bam	../rna_align/18_PNA14_5000pM.bam	../rna_align/73_RNA_input_control.bam	../rna_align/79_no_PNA.bam	../rna_align/85_no_PNA.bam
b3269	b3269_yhdX_3420134_1	37	80	+	44	23	34	24	43	26	51	42	29	49	22	32	41	29	43	45	51	44	25	752	35	23
b3270	b3270_yhdY_3421325_1	37	80	+	44	147	191	188	210	185	169	168	100	173	84	121	166	130	158	210	188	208	180	312	181	126
b3271	b3271_yhdZ_3422436_1	37	80	+	44	24	33	21	44	17	21	31	19	25	11	15	18	20	25	38	28	33	10	630	26	19
b3279	b3279_yrdA_3429236_1	37	80	+	44	477	670	482	652	523	590	788	367	622	317	407	500	626	755	819	678	781	573	2345	489	410
b3280	b3280_yrdB_3430023_-1	37	80	-	44	3488	4188	4410	3630	3713	3627	3597	2576	3505	2171	2419	3524	4703	4556	4777	4492	4569	4360	4149	2950	2245
b3281	b3281_aroE_3430838_-1	37	80	-	44	159	258	196	251	204	209	275	113	198	102	135	178	181	223	301	225	266	193	907	181	182
b3282	b3282_tsaC_3431415_-1	37	80	-	44	594	938	738	996	748	915	897	387	906	562	616	810	809	711	979	785	874	738	954	569	546
b3283	b3283_yrdD_3431962_-1	37	80	-	44	497	936	561	896	738	757	837	354	582	369	534	712	455	718	722	547	788	586	5514	590	595
b3284	b3284_smg_3432464_-1	37	80	-	44	973	1273	1099	1188	1154	1028	1194	691	899	548	757	1203	1172	1530	1518	1396	1567	1379	2014	1111	980
b4473	b4473_smf_3433560_-1	37	80	-	44	526	854	705	789	725	866	850	514	844	467	523	856	735	942	1146	933	971	865	622	927	822
b3287	b3287_def_3433690_1	37	80	+	44	596	817	677	621	768	675	607	442	691	555	555	652	551	588	600	634	634	581	1078	389	407
b3288	b3288_fmt_3434214_1	37	80	+	44	211	296	271	285	272	325	301	153	202	96	162	285	227	223	272	222	291	218	2385	164	155
b3289	b3289_rsmB_3435207_1	37	80	+	44	8	25	27	19	15	32	26	10	14	4	19	14	14	20	22	20	27	28	596	17	20
b3290	b3290_trkA_3436518_1	37	80	+	44	835	1104	1114	1079	1187	1240	1167	860	1280	869	890	1224	1163	1177	1256	1394	1113	1340	780	1070	845
b3291	b3291_mscL_3438024_1	37	80	+	44	805	1506	827	1375	1002	1307	1377	493	1035	547	726	894	865	1241	1532	952	1466	951	1625	911	913
b4550	b4550_arfA_3438649_-1	37	80	-	44	378	441	464	348	443	361	355	278	361	247	269	484	373	436	374	453	354	410	189	258	233
b3292	b3292_zntR_3439130_-1	37	80	-	44	2241	3300	2634	2822	2818	2718	2730	1791	2654	1975	2070	2957	2199	2850	2714	2813	2756	2691	1917	1907	1878
b3293	b3293_yhdN_3439509_-1	37	80	-	44	134	191	171	177	169	188	179	118	193	120	150	182	184	227	226	251	200	208	385	148	116
b3294	b3294_rplQ_3439999_-1	37	80	-	44	1336	2490	1720	2118	1830	2033	2254	1116	2200	1298	1333	1784	2031	1901	2815	1934	2664	2044	90	1923	1635
b3295	b3295_rpoA_3441029_-1	37	80	-	44	5856	10324	7475	9716	8044	8402	8927	5133	8808	5039	5647	7949	7108	8833	9878	8277	9600	6385	6473	7532	5833
b3296	b3296_rpsD_3441675_-1	37	80	-	44	5480	5533	7408	5176	6878	5554	5228	4733	6419	5330	4231	6214	6474	5127	5368	6671	4888	6236	704	3976	3615
b3297	b3297_rpsK_3442098_-1	37	80	-	44	328	781	489	865	527	675	698	354	640	252	381	572	569	726	1019	617	921	622	934	711	597
b3298	b3298_rpsM_3442471_-1	37	80	-	44	5433	6302	7542	6475	6953	6122	7672	5303	5989	4059	4775	6696	6508	6403	6752	8542	7050	6307	497	6158	5666
b3299	b3299_rpmJ_3442734_-1	37	80	-	44	3054	5264	3857	6279	4627	5312	7004	2773	5726	3671	3856	5037	5209	6200	8100	5335	7636	5161	962	5369	4993
b3300	b3300_secY_3444097_-1	37	80	-	44	496	826	808	699	773	738	752	519	775	563	501	663	855	885	920	773	859	786	697	506	423
b3301	b3301_rplO_3444539_-1	37	80	-	44	728	1009	878	839	963	840	928	504	816	485	673	922	992	1030	1207	1187	1194	1166	755	756	758
b3302	b3302_rpmD_3444722_-1	37	80	-	44	1029	1932	1316	1981	1486	1844	1658	770	1833	911	1050	1426	1101	1389	1849	1259	1753	1167	872	1157	1213
b3303	b3303_rpsE_3445229_-1	37	80	-	44	503	682	632	688	659	557	750	405	573	442	448	600	659	751	891	912	889	719	1261	663	532
b3304	b3304_rplR_3445597_-1	37	80	-	44	1530	3034	1850	3070	2085	2698	3085	1167	2714	1041	1662	1747	2155	2537	3641	2231	3648	2265	2141	2368	2130
b3305	b3305_rplF_3446140_-1	37	80	-	44	1003	1423	1150	1378	1358	1329	1423	731	1238	643	762	1216	1392	1539	1879	1556	1748	1368	2223	1128	910
b3306	b3306_rpsH_3446545_-1	37	80	-	44	4321	5408	6147	5096	5551	5291	6711	5099	6523	4593	4166	5175	6241	6007	6741	7426	6923	6164	162	5566	4352
b3307	b3307_rpsN_3446884_-1	37	80	-	44	626	1063	984	1074	1012	956	1088	640	969	555	761	1153	1078	1155	1200	1217	1141	1098	2387	789	780
b3308	b3308_rplE_3447438_-1	37	80	-	44	4694	5551	6372	4944	6295	5153	4805	3860	4776	4262	3800	5709	5243	5104	5028	6467	5252	5628	1294	3587	3807
b3309	b3309_rplX_3447767_-1	37	80	-	44	928	1573	1367	1572	1532	1436	1675	991	1422	1003	1128	1409	1368	1674	1762	1769	1840	1517	233	1211	1162
b3310	b3310_rplN_3448149_-1	37	80	-	44	358	630	366	629	458	550	778	256	539	248	366	425	462	574	808	618	754	513	1725	557	487
b3311	b3311_rpsQ_3448568_-1	37	80	-	44	1368	1522	1740	1344	1611	1312	1759	1152	1343	929	1160	1613	1905	2032	1880	2380	2123	1997	3854	1319	1150
b3312	b3312_rpmC_3448759_-1	37	80	-	44	313	378	441	376	454	344	518	361	474	368	327	433	449	417	497	566	507	506	42	420	328
b3313	b3313_rplP_3449169_-1	37	80	-	44	7019	10258	10043	10525	9860	10051	10597	7202	10625	6318	7106	9711	9612	9956	10782	12818	11462	11238	1096	8804	7917
b3314	b3314_rpsC_3449883_-1	37	80	-	44	580	1248	755	1448	915	1061	1166	510	1069	695	692	1034	683	949	1306	827	1148	833	1382	1177	1130
b3315	b3315_rplV_3450233_-1	37	80	-	44	3916	4931	4717	4505	4613	3730	4767	2665	3818	2945	3305	4442	5059	5271	6069	6460	6317	5770	3530	3794	3551
b3316	b3316_rpsS_3450526_-1	37	80	-	44	295	450	300	438	385	296	405	191	381	249	217	332	337	392	423	374	438	310	1095	273	184
b3317	b3317_rplB_3451364_-1	37	80	-	44	452	449	487	405	516	406	537	315	444	299	312	372	499	545	566	650	627	527	791	412	282
b3318	b3318_rplW_3451684_-1	37	80	-	44	2983	3182	3581	2702	3404	2724	3088	2253	2828	2090	2118	3133	3472	3180	3315	3914	3376	3428	960	2640	2462
b3319	b3319_rplD_3452286_-1	37	80	-	44	1312	1682	1839	1390	1841	1332	1811	1226	1498	1299	1285	1674	1809	1834	1927	2141	1942	1891	3247	1373	1249
b3320	b3320_rplC_3452926_-1	37	80	-	44	3375	4198	4284	3911	4128	3876	3964	2642	4329	3244	2932	3771	3476	3427	3741	3625	3684	3366	4898	2744	2379
b3321	b3321_rpsJ_3453270_-1	37	80	-	44	318	717	470	903	564	739	884	416	665	500	509	811	731	924	1226	784	1187	821	1498	980	786
b3322	b3322_gspB_3453927_-1	37	80	-	44	47	44	44	53	38	29	45	20	35	33	31	46	42	61	54	51	40	55	2097	39	20
b3323	b3323_gspA_3455398_-1	37	80	-	44	1183	2008	1198	1770	1460	1799	1577	771	1722	1101	1089	1359	1191	1386	1681	1291	1648	1062	150	1151	1051
b3324	b3324_gspC_3455578_1	37	80	+	44	5	2	7	5	6	4	4	5	5	3	5	6	7	9	7	1	8	8	438	3	3
b3325	b3325_gspD_3456377_1	37	80	+	44	53	67	76	74	70	74	71	41	74	48	54	68	39	70	86	55	68	55	16	52	48
b3326	b3326_gspE_3458339_1	37	80	+	44	0	4	1	6	5	4	3	0	1	1	5	1	2	2	3	3	7	5	3376	0	1
b3327	b3327_gspF_3459817_1	37	80	+	44	8	18	15	17	11	17	44	12	14	8	10	8	14	14	16	5	22	9	410	13	10
b3328	b3328_gspG_3461023_1	37	80	+	44	1226	1665	1424	1455	1486	1317	1394	758	1226	1061	1015	1273	1129	1292	1480	1277	1416	1015	994	1029	920
b3329	b3329_gspH_3461468_1	37	80	+	44	90	91	105	80	93	86	93	72	92	38	65	110	110	123	120	136	111	110	636	73	72
b3330	b3330_gspI_3461974_1	37	80	+	44	52	100	77	100	68	89	66	39	72	44	50	54	54	74	75	56	67	64	221	67	57
b3331	b3331_gspJ_3462344_1	37	80	+	44	27	22	24	26	28	21	16	15	18	18	19	16	30	36	32	29	18	23	296	29	16
b3332	b3332_gspK_3462924_1	37	80	+	44	4	2	4	3	3	2	1	1	5	4	1	8	1	4	1	7	5	4	230	1	1
b3333	b3333_gspL_3463922_1	37	80	+	44	102	161	117	161	114	125	135	49	99	50	74	99	72	105	151	99	114	88	1035	113	117
b3334	b3334_gspM_3465082_1	37	80	+	44	1731	2214	2366	1883	2184	2148	1842	1556	1913	1484	1481	1965	2207	2081	2011	2167	2060	2405	649	1212	1307
b3335	b3335_gspO_3465543_1	37	80	+	44	29	33	41	47	43	38	34	18	26	24	19	34	31	46	41	41	41	47	730	18	19
b3336	b3336_bfr_3466725_-1	37	80	-	44	2203	2574	2757	2216	2821	2421	2114	1685	2513	1728	1638	2590	2373	2217	2226	2529	2175	2302	1178	1777	1732
b3337	b3337_bfd_3466991_-1	37	80	-	44	616	837	768	803	761	836	695	490	680	533	566	808	692	893	845	839	721	799	489	546	535
b3338	b3338_chiA_3469853_-1	37	80	-	44	199	519	297	470	296	457	364	206	362	187	230	379	292	308	470	290	432	277	370	364	421
b3339	b3339_tufA_3471329_-1	37	80	-	44	6752	13401	9395	14333	9603	13480	15292	7140	12833	6385	8028	10235	8293	10742	15888	11250	15533	9925	61	13677	13073
b3340	b3340_fusA_3473514_-1	37	80	-	44	113	227	159	220	190	169	238	115	189	149	133	179	141	195	211	194	218	155	900	174	113
b3341	b3341_rpsG_3474081_-1	37	80	-	44	289	343	357	355	356	328	396	245	335	318	281	323	296	315	351	325	365	288	1260	253	182
b3342	b3342_rpsL_3474552_-1	37	80	-	44	305	443	341	450	400	385	574	220	410	230	317	330	308	448	517	414	532	352	1736	367	333
b3343	b3343_tusB_3474965_-1	37	80	-	44	134	239	157	202	175	176	211	83	166	98	116	193	182	214	252	200	198	178	1615	141	116
b3344	b3344_tusC_3475332_-1	37	80	-	44	35	60	41	44	34	40	34	25	18	16	14	30	33	34	33	38	37	32	957	19	23
b3345	b3345_tusD_3475718_-1	37	80	-	44	24	14	22	19	15	19	17	14	25	11	13	18	19	27	23	18	20	19	597	16	17
b3346	b3346_yheO_3476440_-1	37	80	-	44	15	22	22	35	25	23	25	10	20	13	11	19	13	28	28	23	33	21	3739	17	21
b3347	b3347_fkpA_3477419_-1	37	80	-	44	289	436	356	406	390	386	379	208	345	369	235	338	267	283	378	323	344	255	81	273	243
b3348	b3348_slyX_3477640_1	37	80	+	44	189	264	222	215	218	247	217	145	220	151	166	279	211	293	284	229	280	255	537	207	142
b3349	b3349_slyD_3478497_-1	37	80	-	44	608	970	790	954	899	909	885	509	797	509	562	718	750	749	888	682	887	697	719	649	657
b4551	b4551_yheV_3478792_-1	37	80	-	44	1608	2859	1939	2748	2115	2618	2316	1327	2489	1507	1605	2171	1906	2051	2660	2055	2454	1966	82	2107	2142
b3350	b3350_kefB_3480607_-1	37	80	-	44	262	370	288	295	286	276	310	179	226	147	191	243	313	394	431	383	370	362	228	295	236
b3351	b3351_kefG_3481161_-1	37	80	-	44	1251	2174	1668	2303	1517	1896	1473	872	1308	674	937	1538	1309	1905	2089	1875	1963	1901	3536	1632	1745
b3352	b3352_yheS_3481289_1	37	80	+	44	17	20	18	22	20	16	16	10	14	8	15	15	12	21	18	16	30	13	1882	16	17
b3353	b3353_yheT_3483202_1	37	80	+	44	1	2	2	6	5	6	0	2	1	2	3	7	0	5	5	2	5	0	506	3	2
b3354	b3354_yheU_3484218_1	37	80	+	44	1684	2306	2691	2070	2202	1683	1574	1446	1998	1166	1146	1821	2491	2318	2591	3348	2236	1984	945	1403	989
b3355	b3355_prkB_3484490_1	37	80	+	44	250	279	247	242	245	248	272	163	239	145	157	220	241	249	282	302	259	241	759	198	159
b3356	b3356_yhfA_3485818_-1	37	80	-	44	1117	1445	1578	1351	1565	1570	1513	1195	1707	1341	1094	1766	1653	1656	1529	1675	1439	1422	207	1393	1188
b3357	b3357_crp_3486120_1	37	80	+	44	222	384	341	371	364	365	422	248	402	281	270	367	379	417	518	410	504	393	734	387	304
b3358	b3358_yhfK_3486791_1	37	80	+	44	4	2	2	1	4	2	1	1	1	3	3	5	5	7	1	4	6	7	454	1	2
b3359	b3359_argD_3490180_-1	37	80	-	44	578	846	657	768	651	769	870	423	825	487	502	706	711	866	995	719	886	667	334	764	662
b3360	b3360_pabA_3490829_-1	37	80	-	44	5	8	11	7	10	10	14	7	24	9	4	6	7	17	21	16	22	15	2904	17	5
b3361	b3361_fic_3491463_-1	37	80	-	44	73	84	85	52	72	48	62	31	71	25	32	53	42	51	63	84	72	55	410	46	69
b3362	b3362_yhfG_3491620_-1	37	80	-	44	2385	2378	2525	1833	1960	1492	1938	1228	1762	1139	1436	1639	1520	1723	2123	2158	2097	1909	124	1292	1170
b3363	b3363_ppiA_3492297_-1	37	80	-	44	235	336	272	299	270	304	379	210	313	183	206	268	281	275	316	307	326	307	101	244	211
b3364	b3364_tsgA_3492568_1	37	80	+	44	665	1064	682	1019	838	1035	979	385	899	444	564	667	592	770	1074	718	975	655	582	747	654
b3365	b3365_nirB_3494011_1	37	80	+	44	1196	1766	1605	1532	1453	1456	1238	840	1407	1080	959	1456	1488	1421	1632	1413	1512	1296	108	1213	1125
b3366	b3366_nirD_3496551_1	37	80	+	44	1669	2693	2084	2315	2409	2425	2321	1347	2150	1367	1636	2124	2325	2941	2648	2433	2552	2182	972	2103	1881
b3367	b3367_nirC_3497003_1	37	80	+	44	172	403	181	466	246	429	367	111	324	133	162	225	189	258	426	187	373	191	129	270	279
b3368	b3368_cysG_3497828_1	37	80	+	44	1314	1972	1744	1958	2009	1931	1522	1130	1702	1159	1049	1835	1387	1698	1777	1940	1488	1453	485	1176	1049
b3369	b3369_yhfL_3499448_1	37	80	+	44	5163	10210	6916	9701	8588	10051	7214	4412	8172	6315	6016	9631	7495	8840	9697	8004	8689	7712	3322	5712	6511
b3370	b3370_frlA_3499910_1	37	80	+	44	1182	1562	1513	1409	1276	1492	1451	864	1639	1140	940	1155	1394	1243	1508	1297	1510	1371	720	978	859
b3371	b3371_frlB_3501268_1	37	80	+	44	1678	1708	1863	1515	1788	1723	1320	907	1467	1166	1098	1482	1491	1551	1547	1662	1491	1466	577	1068	1061
b4474	b4474_frlC_3502340_1	37	80	+	44	425	714	568	645	599	623	523	328	711	475	455	702	607	656	775	655	739	635	333	489	487
b3374	b3374_frlD_3503167_1	37	80	+	44	33	42	45	35	54	55	36	31	27	36	43	48	39	38	48	53	40	40	566	42	30
b3375	b3375_frlR_3504052_1	37	80	+	44	53	104	76	79	65	92	86	52	69	46	61	96	75	108	124	68	98	83	1234	65	86
b3376	b3376_yhfS_3506020_-1	37	80	-	44	56	73	74	69	74	73	68	52	70	39	36	63	75	101	81	82	97	60	514	53	49
b3377	b3377_yhfT_3507336_-1	37	80	-	44	77	181	95	119	99	144	123	74	120	58	72	99	94	116	173	106	159	127	2082	105	92
b3378	b3378_yhfU_3507701_-1	37	80	-	44	1569	2247	2081	2246	2035	2244	2046	1286	2271	1696	1478	2051	1802	1846	2067	1918	1887	1792	408	1463	1351
b3379	b3379_php_3508590_-1	37	80	-	44	206	262	248	218	229	223	221	138	212	152	155	216	286	317	350	294	312	279	530	203	174
b3380	b3380_yhfW_3509813_-1	37	80	-	44	862	1178	1135	965	1081	953	989	664	853	568	693	1167	1178	1269	1346	1426	1192	1195	450	871	704
b3381	b3381_yhfX_3510976_-1	37	80	-	44	2594	5055	3386	4991	3252	4298	4256	1855	4351	2460	2500	3387	2959	3430	4684	3046	4561	2758	632	3348	3299
b3382	b3382_yhfY_3511422_-1	37	80	-	44	851	1719	1209	1869	1299	1739	1587	801	1763	1180	1115	1507	1024	1288	1630	1118	1437	1081	1900	1362	1230
b3383	b3383_yhfZ_3512344_-1	37	80	-	44	63	149	57	120	92	86	146	52	107	36	89	120	94	160	214	127	150	144	6176	98	51
b3384	b3384_trpS_3513638_-1	37	80	-	44	550	795	526	783	608	790	681	382	779	523	487	717	484	600	728	591	675	541	294	560	524
b3385	b3385_gph_3514389_-1	37	80	-	44	165	286	204	297	189	304	306	121	248	79	172	183	213	280	347	229	293	211	673	253	190
b3386	b3386_rpe_3515059_-1	37	80	-	44	1881	2797	2307	2684	2503	2748	2470	1500	2408	1491	1707	2535	2245	2770	3010	2668	2784	2383	253	2358	2286
b3387	b3387_dam_3515913_-1	37	80	-	44	380	632	436	557	484	549	576	278	440	196	362	507	468	598	756	548	576	525	1493	479	327
b3388	b3388_damX_3517306_-1	37	80	-	44	3346	4519	4106	4150	4201	4150	3949	2587	4467	2987	2822	4118	3456	3823	4338	4317	3930	3757	2803	3000	2759
b3389	b3389_aroB_3518486_-1	37	80	-	44	303	325	376	273	283	282	307	246	257	158	213	370	443	486	485	482	503	486	167	355	276
b3390	b3390_aroK_3519064_-1	37	80	-	44	808	1456	913	1439	1231	1347	1316	594	1388	1361	886	1378	718	814	1043	743	1001	744	921	930	843
b3391	b3391_hofQ_3520703_-1	37	80	-	44	936	1269	1283	1063	1205	1166	1191	835	1273	857	802	1083	1505	1467	1569	1522	1536	1463	626	1050	905
b3392	b3392_hofP_3521019_-1	37	80	-	44	108	118	158	130	137	99	86	85	86	67	75	117	117	136	127	166	129	135	251	69	85
b3393	b3393_hofO_3521449_-1	37	80	-	44	461	680	398	605	489	524	626	255	434	185	322	392	434	576	816	473	769	466	952	469	478
b3394	b3394_hofN_3521972_-1	37	80	-	44	5	5	5	9	10	4	7	7	9	5	4	8	7	16	15	6	6	22	1682	5	1
b3395	b3395_hofM_3522751_-1	37	80	-	44	2290	2793	2717	2594	2689	2619	2670	1725	2555	1902	1898	2448	2383	2629	2756	2553	2613	2579	1791	1667	1670
b3396	b3396_mrcA_3522871_1	37	80	+	44	1211	2911	1377	2900	1735	2633	2041	848	2159	1198	1341	1635	1188	1682	2452	1415	2368	1241	1638	1671	2026
b3397	b3397_nudE_3526149_-1	37	80	-	44	20	37	29	33	26	29	23	11	33	18	13	29	19	17	34	27	26	26	693	15	22
b3398	b3398_yrfF_3526469_1	37	80	+	44	466	693	507	617	588	473	554	264	378	179	297	455	459	580	727	584	664	636	1169	432	431
b3399	b3399_yrfG_3528669_1	37	80	+	44	826	1045	1097	931	1040	1253	971	750	846	742	688	1182	1315	1226	1127	1261	1136	1470	1320	750	729
b3400	b3400_hslR_3529348_1	37	80	+	44	168	217	201	172	181	183	187	114	175	122	140	193	206	199	181	221	175	248	372	128	149
b3401	b3401_hslO_3529774_1	37	80	+	44	196	306	226	246	249	253	294	167	275	188	178	260	246	305	299	280	297	229	1885	246	140
b3402	b3402_yhgE_3532439_-1	37	80	-	44	1889	3727	2323	3560	2698	3716	3301	1554	3404	2173	2126	3058	2188	2895	3148	2393	3216	2107	1808	2478	2390
b3403	b3403_pck_3532818_1	37	80	+	44	1044	1223	1529	1134	1359	1026	1303	953	1148	929	850	1009	942	772	854	1047	934	864	41	902	877
b3404	b3404_envZ_3535868_-1	37	80	-	44	2	2	1	3	2	1	1	2	0	0	1	1	1	2	3	1	4	6	708	5	3
b3405	b3405_ompR_3536584_-1	37	80	-	44	798	983	980	1036	951	1009	1033	682	1124	661	686	1018	1117	1137	1405	1210	1164	1071	1430	811	701
b3406	b3406_greB_3536812_1	37	80	+	44	2267	2896	3234	2439	2948	2498	2361	1962	2658	2128	1733	2372	2941	2454	2764	2942	2748	2949	1357	1749	1510
b3407	b3407_yhgF_3537385_1	37	80	+	44	136	177	121	154	156	150	149	70	142	113	109	135	79	101	154	105	143	83	1302	106	78
b3408	b3408_feoA_3540163_1	37	80	+	44	100	188	103	189	117	158	153	77	113	65	99	124	121	121	184	146	146	100	992	104	99
b3409	b3409_feoB_3540407_1	37	80	+	44	34	54	35	72	55	70	78	24	59	32	33	28	28	52	95	30	66	63	318	42	38
b3410	b3410_feoC_3542728_1	37	80	+	44	0	1	0	1	2	3	0	1	3	0	2	3	3	2	0	2	1	1	787	0	3
b3411	b3411_yhgA_3543167_1	37	80	+	44	222	437	277	406	340	334	396	145	272	152	218	276	324	385	493	297	472	276	208	366	327
b3412	b3412_bioH_3544844_-1	37	80	-	44	4613	6604	5660	5513	5319	5420	5724	3341	6121	3676	3860	4342	4394	4940	5746	4679	5619	4561	670	3274	3106
b3413	b3413_gntX_3544882_1	37	80	+	44	274	334	303	311	270	267	283	166	269	157	161	250	252	298	318	312	311	261	513	189	155
b3414	b3414_nfuA_3545624_1	37	80	+	44	70	108	72	96	102	107	88	55	89	80	47	83	59	66	91	65	74	58	1751	72	55
b3415	b3415_gntT_3546559_1	37	80	+	44	98	189	108	135	155	147	178	87	130	68	96	149	116	178	197	154	203	137	2036	138	127
b3416	b3416_malQ_3550070_-1	37	80	-	44	46	76	78	74	74	77	70	45	80	38	56	69	59	66	87	71	75	65	150	71	69
b3417	b3417_malP_3552473_-1	37	80	-	44	516	726	457	644	596	559	634	277	606	398	417	438	324	524	577	424	570	356	1902	403	332
b3418	b3418_malT_3553085_1	37	80	+	44	3	8	4	5	2	4	11	3	4	1	1	5	3	3	4	4	2	4	0	1	3
b4475	b4475_rtcA_3556849_-1	37	80	-	44	13	21	17	12	21	12	23	15	19	14	19	19	25	34	20	24	14	18	0	14	10
b3421	b3421_rtcB_3558079_-1	37	80	-	44	2026	2456	1628	2174	1552	1961	2286	810	2076	993	1226	1239	1384	1584	2307	1518	2088	1257	873	1235	1238
b3422	b3422_rtcR_3558268_1	37	80	+	44	3868	4402	5055	4154	4606	4269	3616	3082	4348	3317	3142	4368	4422	4084	4241	4833	3618	4885	905	2354	2209
b3423	b3423_glpR_3560605_-1;b3423_glpR_3560453_-1	37;37	80;80	-;-	88	623	742	716	875	778	893	744	415	899	616	630	742	649	651	828	656	736	618	1339	544	467
b3424	b3424_glpG_3561452_-1	37	80	-	44	182	278	154	328	194	248	305	97	260	136	148	176	123	200	262	180	263	119	205	253	192
b3425	b3425_glpE_3561823_-1	37	80	-	44	1314	1776	1555	1459	1560	1480	1308	856	1418	1080	1010	1410	1440	1551	1684	1606	1649	1504	309	1257	1075
b3426	b3426_glpD_3562013_1	37	80	+	44	667	748	764	597	732	671	656	483	624	511	451	707	643	641	788	964	758	800	2093	454	431
b3427	b3427_yzgL_3564005_-1	37	80	-	44	442	642	396	553	451	580	454	199	503	317	309	404	312	331	498	404	443	300	905	346	301
b3428	b3428_glgP_3566581_-1	37	80	-	44	10	25	14	26	19	29	22	11	22	21	8	24	22	26	31	15	23	14	560	18	21
b3429	b3429_glgA_3568033_-1	37	80	-	44	428	703	549	652	599	667	568	295	622	382	421	586	482	638	738	570	788	553	1428	525	454
b3430	b3430_glgC_3569328_-1	37	80	-	44	6850	8617	7981	7772	7877	8060	7321	4926	7370	5037	5235	7661	7116	8422	8893	8662	8331	7975	432	5616	5328
b3431	b3431_glgX_3571319_-1	37	80	-	44	384	361	426	260	287	204	278	240	238	269	223	299	339	333	352	360	289	326	162	236	171
b3432	b3432_glgB_3573502_-1	37	80	-	44	261	504	295	519	332	445	517	185	408	222	281	354	273	382	551	328	513	336	188	369	310
b3433	b3433_asd_3574878_-1	37	80	-	44	2624	3743	2968	3522	3198	3576	4068	2069	4153	2435	2533	3068	3208	2912	3860	2935	3146	2859	1917	2709	2253
b3434	b3434_yhgN_3575071_1	37	80	+	44	219	446	235	463	281	420	376	128	305	128	210	323	295	439	650	317	482	339	905	344	371
b4476	b4476_gntU_3577061_-1	37	80	-	44	486	856	465	911	527	790	924	283	739	299	430	482	417	574	882	509	778	528	3086	532	466
b3437	b3437_gntK_3577592_-1	37	80	-	44	251	415	302	359	261	327	288	166	232	149	178	272	299	332	365	325	373	268	159	257	233
b3438	b3438_gntR_3578726_-1	37	80	-	44	561	877	789	837	754	908	756	468	725	486	516	958	649	787	890	738	767	779	4734	694	660
b3439	b3439_yhhW_3579645_-1	37	80	-	44	311	430	363	401	403	447	413	262	407	254	244	362	352	349	400	398	445	333	454	281	261
b3440	b3440_yhhX_3580805_-1	37	80	-	44	1676	2213	1967	2354	1956	2288	2177	1430	2230	1497	1445	2083	1753	2109	2426	2101	2305	1868	837	1638	1312
b3441	b3441_yhhY_3581138_1	37	80	+	44	1174	1542	1540	1315	1529	1319	1294	874	1409	1037	960	1458	1424	1352	1464	1606	1386	1296	603	1128	1059
b3442	b3442_yhhZ_3581863_1	37	80	+	44	1510	2715	1571	2332	2051	2273	1927	918	2196	1177	1358	1818	1639	2268	2898	1829	2630	1750	1861	1619	1483
b3443	b3443_yrhA_3583038_1;b3443_yrhA_3584196_1	37;37	80;80	+;+	88	65	119	70	134	88	126	94	47	126	60	66	90	48	71	96	61	80	58	1442	79	68
b3444	b3444_insA_3583483_1	37	80	+	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
b3445	b3445_insB1_3583677_1	37	80	+	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b3446	b3446_yrhB_3584759_1	37	80	+	44	45	92	37	89	50	59	91	27	60	39	46	58	28	47	70	35	74	42	1797	42	52
b3447	b3447_ggt_3586823_-1	37	80	-	44	10806	12249	13323	10746	12864	12203	9125	6977	10451	8930	7218	11429	10813	10434	11499	12742	10544	11327	168	6456	6148
